"","LFID","SHOTNUMBER","TIME","GLON","GLAT","ZG","HLON","HLAT","ZH","TLON","TLAT","ZT","RH10","RH15","RH20","RH25","RH30","RH35","RH40","RH45","RH50","RH55","RH60","RH65","RH70","RH75","RH80","RH85","RH90","RH95","RH96","RH97","RH98","RH99","RH100","AZIMUTH","INCIDENTANGLE","RANGE","COMPLEXITY","SENSITIVITY","CHANNEL_ZT","CHANNEL_ZG","CHANNEL_RH","FID","plotID","pointID","mOrder","country","state","county","domain","domainID","siteName","siteID","plotType","subtype","subSpec","plotSize","plotDim","latitude","longitude","datum","utmZone","easting","northing","horzUncert","elevation","vertUncert","minElev","maxElev","slope","aspect","nlcdClass","soilOrder","coordSrc","date","gpsLogs","plotPdop","plotHdop","appMods","module","plot","plotEdge","Shape__Are","Shape__Len","GlobalID","filename","sensor"
"48583",1958686797,95447725,85458.58481,-147.463466,65.156296,383.85,212.536533,65.156296,385.79,212.536533,65.156296,388.94,-1.05,-0.6,-0.3,0,0.3,0.6,0.75,1.05,1.2,1.5,1.65,1.8,1.95,2.1,2.4,2.55,2.85,3.3,3.3,3.45,3.75,4.05,5.1,66.33,0.425,12362.84,0.285,0.983,1,1,1,1769,"BONA_025","41",649,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.156207,-147.463694,"WGS84","6N",478261.659,7225943.521,0.17,369.23,0.15,363.78,375.58,13.71,88.8,"shrubScrub","Inceptisols","Geo 7X","20160928",809,2.2,0.9,"div","R","649R",40,9031.875,380.144815703694,"194004f1-be34-4c06-94e0-6c5f4ddcfbdb","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"48584",1958686797,95447726,85458.58506,-147.463754,65.156143,380.41,212.536246,65.156143,380.41,212.536245,65.156143,385.66,-1.46,-1.01,-0.71,-0.56,-0.26,-0.11,0.04,0.19,0.34,0.64,0.79,1.09,1.24,1.54,1.84,2.14,2.44,3.04,3.19,3.49,3.63,4.08,5.25,74.35,0.339,12366.14,0.306,0.978,1,1,1,1769,"BONA_025","41",649,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.156207,-147.463694,"WGS84","6N",478261.659,7225943.521,0.17,369.23,0.15,363.78,375.58,13.71,88.8,"shrubScrub","Inceptisols","Geo 7X","20160928",809,2.2,0.9,"div","R","649R",40,9031.875,380.144815703694,"194004f1-be34-4c06-94e0-6c5f4ddcfbdb","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"48585",1958686797,95447727,85458.58531,-147.463569,65.156172,384.15,212.536431,65.156172,384.15,212.53643,65.156172,387.63,-2.4,-1.95,-1.65,-1.5,-1.2,-1.05,-0.75,-0.6,-0.45,-0.15,0,0.15,0.3,0.6,0.75,1.05,1.35,1.8,1.8,1.95,2.1,2.4,3.49,73.83,0.381,12361.94,0.321,0.98,1,1,1,1769,"BONA_025","41",649,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.156207,-147.463694,"WGS84","6N",478261.659,7225943.521,0.17,369.23,0.15,363.78,375.58,13.71,88.8,"shrubScrub","Inceptisols","Geo 7X","20160928",809,2.2,0.9,"div","R","649R",40,9031.875,380.144815703694,"194004f1-be34-4c06-94e0-6c5f4ddcfbdb","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"48586",1958686797,95447728,85458.58556,-147.463374,65.156202,388.42,212.536626,65.156202,388.42,212.536625,65.156202,391.12,-3.56,-2.96,-2.51,-2.06,-1.76,-1.46,-1.16,-1.01,-0.71,-0.56,-0.41,-0.26,-0.11,0.04,0.19,0.49,0.64,0.94,1.09,1.24,1.39,1.54,2.7,73.4,0.426,12359.54,0.287,0.984,1,1,1,1769,"BONA_025","41",649,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.156207,-147.463694,"WGS84","6N",478261.659,7225943.521,0.17,369.23,0.15,363.78,375.58,13.71,88.8,"shrubScrub","Inceptisols","Geo 7X","20160928",809,2.2,0.9,"div","R","649R",40,9031.875,380.144815703694,"194004f1-be34-4c06-94e0-6c5f4ddcfbdb","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"48587",1958686797,95447729,85458.58581,-147.463666,65.156046,383.13,212.536334,65.156046,383.13,212.536334,65.156046,386.46,-2.51,-2.21,-1.76,-1.46,-1.31,-1.01,-0.86,-0.71,-0.41,-0.26,-0.11,0.04,0.19,0.34,0.64,0.79,1.09,1.54,1.69,1.84,1.99,2.29,3.34,83.16,0.347,12363.74,0.269,0.984,1,1,1,1769,"BONA_025","41",649,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.156207,-147.463694,"WGS84","6N",478261.659,7225943.521,0.17,369.23,0.15,363.78,375.58,13.71,88.8,"shrubScrub","Inceptisols","Geo 7X","20160928",809,2.2,0.9,"div","R","649R",40,9031.875,380.144815703694,"194004f1-be34-4c06-94e0-6c5f4ddcfbdb","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"48588",1958686797,95447730,85458.58606,-147.463481,65.156075,386.47,212.536519,65.156075,386.47,212.536519,65.156075,389.43,-3.04,-2.59,-2.14,-1.84,-1.54,-1.39,-1.09,-0.94,-0.64,-0.49,-0.34,-0.19,0.11,0.26,0.41,0.71,1.01,1.31,1.46,1.46,1.61,1.91,2.96,81.7,0.389,12361.49,0.322,0.979,1,1,1,1769,"BONA_025","41",649,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.156207,-147.463694,"WGS84","6N",478261.659,7225943.521,0.17,369.23,0.15,363.78,375.58,13.71,88.8,"shrubScrub","Inceptisols","Geo 7X","20160928",809,2.2,0.9,"div","R","649R",40,9031.875,380.144815703694,"194004f1-be34-4c06-94e0-6c5f4ddcfbdb","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"48589",1958686797,95447731,85458.58631,-147.463286,65.156106,387.22,212.536714,65.156106,387.22,212.536714,65.156106,391.3,-1.35,-1.05,-0.75,-0.6,-0.45,-0.15,0,0.15,0.3,0.45,0.6,0.9,1.05,1.2,1.35,1.65,1.95,2.4,2.4,2.55,2.85,3,4.08,80.46,0.433,12357.59,0.306,0.98,1,1,1,1769,"BONA_025","41",649,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.156207,-147.463694,"WGS84","6N",478261.659,7225943.521,0.17,369.23,0.15,363.78,375.58,13.71,88.8,"shrubScrub","Inceptisols","Geo 7X","20160928",809,2.2,0.9,"div","R","649R",40,9031.875,380.144815703694,"194004f1-be34-4c06-94e0-6c5f4ddcfbdb","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"33312",1958686797,95432452,85454.76652,-147.478036,65.148903,224.07,212.521964,65.148903,224.07,212.521962,65.148904,228.52,-1.05,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.15,0,0,0.15,0.15,0.3,0.45,0.6,1.05,1.95,2.25,2.4,2.85,3.3,4.46,152.28,2.293,12529.02,0.265,0.98,1,1,1,1773,"BONA_029","41",1305,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.148886,-147.477616,"WGS84","6N",477602.833,7225132.513,0.1,213.1,0.1,211.32,215.2,5.26,221.4,"woodyWetlands","Histosols","Geo 7X","20160921",614,1.3,0.7,"div","R","1305R",40,9026.90625,380.04005497883,"f30802c1-cdf9-4780-b4b0-833589ba26fb","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"33315",1958686797,95432455,85454.76727,-147.477962,65.148802,223.65,212.522035,65.148804,229.49,212.522035,65.148804,231.06,-1.05,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.15,-0.15,0,0,0.15,0.15,0.3,0.45,0.75,2.25,3.89,4.34,4.94,5.54,6.29,7.41,152.54,2.346,12530.82,0.15,0.981,1,1,1,1773,"BONA_029","41",1305,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.148886,-147.477616,"WGS84","6N",477602.833,7225132.513,0.1,213.1,0.1,211.32,215.2,5.26,221.4,"woodyWetlands","Histosols","Geo 7X","20160921",614,1.3,0.7,"div","R","1305R",40,9026.90625,380.04005497883,"f30802c1-cdf9-4780-b4b0-833589ba26fb","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"33318",1958686797,95432458,85454.76802,-147.477878,65.14871,223.65,212.52212,65.148712,228.59,212.52212,65.148712,229.49,-1.12,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.07,0.07,0.07,0.22,0.22,0.37,0.67,1.72,2.77,3.07,3.37,3.82,4.72,5.84,152.69,2.396,12531.26,0.365,0.98,1,1,1,1773,"BONA_029","41",1305,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.148886,-147.477616,"WGS84","6N",477602.833,7225132.513,0.1,213.1,0.1,211.32,215.2,5.26,221.4,"woodyWetlands","Histosols","Geo 7X","20160921",614,1.3,0.7,"div","R","1305R",40,9026.90625,380.04005497883,"f30802c1-cdf9-4780-b4b0-833589ba26fb","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"33721",1958686797,95432861,85454.86878,-147.477548,65.148769,224.4,212.522452,65.148769,224.4,212.52245,65.14877,228.63,-1.01,-0.86,-0.71,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.34,0.49,0.64,1.09,1.68,1.83,2.13,2.58,3.18,4.23,153.45,2.392,12529.32,0.155,0.976,1,1,1,1773,"BONA_029","41",1305,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.148886,-147.477616,"WGS84","6N",477602.833,7225132.513,0.1,213.1,0.1,211.32,215.2,5.26,221.4,"woodyWetlands","Histosols","Geo 7X","20160921",614,1.3,0.7,"div","R","1305R",40,9026.90625,380.04005497883,"f30802c1-cdf9-4780-b4b0-833589ba26fb","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"33722",1958686797,95432862,85454.86903,-147.477371,65.148796,224.72,212.522629,65.148796,224.72,212.522626,65.148798,230.04,-1.05,-0.75,-0.6,-0.6,-0.45,-0.3,-0.3,-0.15,0,0,0.15,0.3,0.45,0.6,1.05,1.5,2.1,3,3.29,3.59,3.89,4.34,5.32,152.5,2.397,12529.62,0.305,0.976,1,1,1,1773,"BONA_029","41",1305,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.148886,-147.477616,"WGS84","6N",477602.833,7225132.513,0.1,213.1,0.1,211.32,215.2,5.26,221.4,"woodyWetlands","Histosols","Geo 7X","20160921",614,1.3,0.7,"div","R","1305R",40,9026.90625,380.04005497883,"f30802c1-cdf9-4780-b4b0-833589ba26fb","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"33724",1958686797,95432864,85454.86953,-147.477641,65.148859,224.46,212.522357,65.148861,229.36,212.522356,65.148861,230.64,-1.05,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.15,-0.15,0,0,0.15,0.3,0.45,0.6,1.2,2.85,3.15,3.74,4.34,5.09,6.18,153.4,2.342,12529.77,0.199,0.979,1,1,1,1773,"BONA_029","41",1305,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.148886,-147.477616,"WGS84","6N",477602.833,7225132.513,0.1,213.1,0.1,211.32,215.2,5.26,221.4,"woodyWetlands","Histosols","Geo 7X","20160921",614,1.3,0.7,"div","R","1305R",40,9026.90625,380.04005497883,"f30802c1-cdf9-4780-b4b0-833589ba26fb","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"33725",1958686797,95432865,85454.86978,-147.477454,65.148889,225.06,212.522546,65.148889,225.06,212.522544,65.14889,230.04,-1.09,-0.79,-0.64,-0.49,-0.49,-0.34,-0.19,-0.19,-0.04,-0.04,0.11,0.26,0.26,0.56,0.71,1.16,1.76,2.66,2.81,3.11,3.41,3.86,4.98,152.37,2.347,12528.27,0.259,0.976,1,1,1,1773,"BONA_029","41",1305,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.148886,-147.477616,"WGS84","6N",477602.833,7225132.513,0.1,213.1,0.1,211.32,215.2,5.26,221.4,"woodyWetlands","Histosols","Geo 7X","20160921",614,1.3,0.7,"div","R","1305R",40,9026.90625,380.04005497883,"f30802c1-cdf9-4780-b4b0-833589ba26fb","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"33726",1958686797,95432866,85454.87003,-147.477256,65.148919,225.54,212.522742,65.148921,230.7,212.522741,65.148922,232.35,-1.16,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.34,0.49,0.79,3.18,3.78,4.38,4.98,5.73,6.81,151.29,2.354,12528.12,0.089,0.979,1,1,1,1773,"BONA_029","41",1305,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.148886,-147.477616,"WGS84","6N",477602.833,7225132.513,0.1,213.1,0.1,211.32,215.2,5.26,221.4,"woodyWetlands","Histosols","Geo 7X","20160921",614,1.3,0.7,"div","R","1305R",40,9026.90625,380.04005497883,"f30802c1-cdf9-4780-b4b0-833589ba26fb","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"33727",1958686797,95432867,85454.87028,-147.477725,65.148959,224.82,212.522274,65.148961,229.12,212.522273,65.148961,231.18,-1.2,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.15,-0.15,0,0,0.15,0.15,0.3,0.45,0.75,1.35,3,3.59,4.04,4.49,5.24,6.37,153.25,2.289,12528.87,0.224,0.977,1,1,1,1773,"BONA_029","41",1305,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.148886,-147.477616,"WGS84","6N",477602.833,7225132.513,0.1,213.1,0.1,211.32,215.2,5.26,221.4,"woodyWetlands","Histosols","Geo 7X","20160921",614,1.3,0.7,"div","R","1305R",40,9026.90625,380.04005497883,"f30802c1-cdf9-4780-b4b0-833589ba26fb","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"33728",1958686797,95432868,85454.87053,-147.477537,65.148988,225.32,212.522463,65.148988,225.32,212.522461,65.14899,229.89,-1.2,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.15,-0.15,0,0,0.15,0.15,0.3,0.45,0.6,1.2,1.5,1.95,2.4,3.3,4.57,152.2,2.294,12528.57,0.133,0.979,1,1,1,1773,"BONA_029","41",1305,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.148886,-147.477616,"WGS84","6N",477602.833,7225132.513,0.1,213.1,0.1,211.32,215.2,5.26,221.4,"woodyWetlands","Histosols","Geo 7X","20160921",614,1.3,0.7,"div","R","1305R",40,9026.90625,380.04005497883,"f30802c1-cdf9-4780-b4b0-833589ba26fb","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"33729",1958686797,95432869,85454.87078,-147.477339,65.149019,225.79,212.522658,65.149021,232.38,212.522657,65.149022,234.1,-1.09,-0.79,-0.64,-0.64,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,0.11,0.11,0.26,0.41,0.56,0.86,2.51,4.91,5.5,6.1,6.55,7.15,8.31,151.09,2.3,12527.52,0.167,0.98,1,1,1,1773,"BONA_029","41",1305,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.148886,-147.477616,"WGS84","6N",477602.833,7225132.513,0.1,213.1,0.1,211.32,215.2,5.26,221.4,"woodyWetlands","Histosols","Geo 7X","20160921",614,1.3,0.7,"div","R","1305R",40,9026.90625,380.04005497883,"f30802c1-cdf9-4780-b4b0-833589ba26fb","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"33730",1958686797,95432870,85454.87103,-147.477812,65.149057,225.21,212.522188,65.149057,225.21,212.522186,65.149058,230.23,-1.16,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,0.04,0.19,0.19,0.34,0.49,0.79,1.69,1.98,2.28,2.73,3.63,5.02,153.13,2.236,12527.53,0.192,0.98,1,1,1,1773,"BONA_029","41",1305,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.148886,-147.477616,"WGS84","6N",477602.833,7225132.513,0.1,213.1,0.1,211.32,215.2,5.26,221.4,"woodyWetlands","Histosols","Geo 7X","20160921",614,1.3,0.7,"div","R","1305R",40,9026.90625,380.04005497883,"f30802c1-cdf9-4780-b4b0-833589ba26fb","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"30385",1958686797,95429523,85454.03427,-147.49167,65.160012,268.11,212.508331,65.16001,270.05,212.508332,65.160008,273.49,-1.05,-0.75,-0.6,-0.6,-0.45,-0.3,-0.3,-0.15,-0.15,0,0,0.15,0.15,0.3,0.45,0.75,1.64,2.54,2.84,3.14,3.59,4.19,5.38,344.05,4.098,12507.18,0.368,0.979,1,1,1,1774,"BONA_030","41",1920,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.159874,-147.491285,"WGS84","6N",476971.364,7226361.997,0.14,256.09,0.15,254.77,258.08,0,0,"woodyWetlands","Histosols","Geo 7X","20160921",619,2.6,0.9,"div","R","1920R",40,9034.328125,380.196980607689,"2c90f030-371c-4f8c-bf60-6ba14f8a7347","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"30386",1958686797,95429524,85454.03452,-147.491493,65.160039,268.46,212.508508,65.160038,270.63,212.508509,65.160036,272.87,-1.01,-0.86,-0.71,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.34,0.49,0.64,1.38,2.28,2.43,2.58,2.88,3.33,4.41,344.61,4.101,12507.33,0.297,0.975,1,1,1,1774,"BONA_030","41",1920,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.159874,-147.491285,"WGS84","6N",476971.364,7226361.997,0.14,256.09,0.15,254.77,258.08,0,0,"woodyWetlands","Histosols","Geo 7X","20160921",619,2.6,0.9,"div","R","1920R",40,9034.328125,380.196980607689,"2c90f030-371c-4f8c-bf60-6ba14f8a7347","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"30388",1958686797,95429526,85454.03502,-147.49158,65.159913,267.88,212.508422,65.15991,273.12,212.508423,65.159909,274.91,-0.93,-0.78,-0.64,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,0.11,0.11,0.26,0.41,0.71,1.91,4.15,4.6,5.05,5.49,5.94,7.03,344.11,4.044,12505.99,0.123,0.979,1,1,1,1774,"BONA_030","41",1920,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.159874,-147.491285,"WGS84","6N",476971.364,7226361.997,0.14,256.09,0.15,254.77,258.08,0,0,"woodyWetlands","Histosols","Geo 7X","20160921",619,2.6,0.9,"div","R","1920R",40,9034.328125,380.196980607689,"2c90f030-371c-4f8c-bf60-6ba14f8a7347","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"30389",1958686797,95429527,85454.03527,-147.491403,65.159941,268.24,212.508597,65.159941,268.24,212.508599,65.159937,273.78,-1.01,-0.86,-0.71,-0.56,-0.41,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.34,0.49,0.64,1.23,2.13,3.03,3.33,3.63,3.92,4.37,5.53,344.68,4.048,12505.99,0.371,0.976,1,1,1,1774,"BONA_030","41",1920,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.159874,-147.491285,"WGS84","6N",476971.364,7226361.997,0.14,256.09,0.15,254.77,258.08,0,0,"woodyWetlands","Histosols","Geo 7X","20160921",619,2.6,0.9,"div","R","1920R",40,9034.328125,380.196980607689,"2c90f030-371c-4f8c-bf60-6ba14f8a7347","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"30390",1958686797,95429528,85454.03552,-147.491685,65.159788,267.12,212.508316,65.159787,269.4,212.508318,65.159784,273.21,-1.01,-0.86,-0.71,-0.56,-0.41,-0.41,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.49,0.79,1.98,3.03,3.33,3.78,4.22,4.82,6.09,343.54,3.989,12506.74,0.368,0.981,1,1,1,1774,"BONA_030","41",1920,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.159874,-147.491285,"WGS84","6N",476971.364,7226361.997,0.14,256.09,0.15,254.77,258.08,0,0,"woodyWetlands","Histosols","Geo 7X","20160921",619,2.6,0.9,"div","R","1920R",40,9034.328125,380.196980607689,"2c90f030-371c-4f8c-bf60-6ba14f8a7347","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"30391",1958686797,95429529,85454.03577,-147.491508,65.159815,267.51,212.508494,65.159813,271.77,212.508495,65.159811,275.47,-0.97,-0.82,-0.67,-0.52,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.37,0.67,1.57,3.21,5.01,5.31,5.76,6.21,6.95,7.96,344.11,3.992,12506.29,0.193,0.979,1,1,1,1774,"BONA_030","41",1920,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.159874,-147.491285,"WGS84","6N",476971.364,7226361.997,0.14,256.09,0.15,254.77,258.08,0,0,"woodyWetlands","Histosols","Geo 7X","20160921",619,2.6,0.9,"div","R","1920R",40,9034.328125,380.196980607689,"2c90f030-371c-4f8c-bf60-6ba14f8a7347","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"30392",1958686797,95429530,85454.03602,-147.491321,65.159844,267.73,212.508681,65.159842,270.98,212.508682,65.159841,273.67,-1.12,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.37,0.52,1.42,3.36,3.66,3.96,4.26,4.86,5.94,344.72,3.995,12505.54,0.291,0.978,1,1,1,1774,"BONA_030","41",1920,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.159874,-147.491285,"WGS84","6N",476971.364,7226361.997,0.14,256.09,0.15,254.77,258.08,0,0,"woodyWetlands","Histosols","Geo 7X","20160921",619,2.6,0.9,"div","R","1920R",40,9034.328125,380.196980607689,"2c90f030-371c-4f8c-bf60-6ba14f8a7347","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"30394",1958686797,95429532,85454.03652,-147.491418,65.159717,267.03,212.508584,65.159715,271.26,212.508585,65.159713,273.61,-1.01,-0.86,-0.71,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.49,1.23,3.18,3.63,4.22,4.82,5.42,6.58,344.17,3.938,12505.69,0.157,0.979,1,1,1,1774,"BONA_030","41",1920,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.159874,-147.491285,"WGS84","6N",476971.364,7226361.997,0.14,256.09,0.15,254.77,258.08,0,0,"woodyWetlands","Histosols","Geo 7X","20160921",619,2.6,0.9,"div","R","1920R",40,9034.328125,380.196980607689,"2c90f030-371c-4f8c-bf60-6ba14f8a7347","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"30395",1958686797,95429533,85454.03677,-147.49123,65.159746,267.45,212.508772,65.159742,273.66,212.508772,65.159742,274.52,-1.05,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.15,-0.15,0,0,0.15,0.3,0.3,0.6,1.2,3.29,3.74,4.19,4.79,5.83,7.07,344.79,3.942,12505.99,0.157,0.979,1,1,1,1774,"BONA_030","41",1920,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.159874,-147.491285,"WGS84","6N",476971.364,7226361.997,0.14,256.09,0.15,254.77,258.08,0,0,"woodyWetlands","Histosols","Geo 7X","20160921",619,2.6,0.9,"div","R","1920R",40,9034.328125,380.196980607689,"2c90f030-371c-4f8c-bf60-6ba14f8a7347","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
